bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,Year
1,0,Maokai,Khazix,Viktor,Varus,Braum,Gangplank,Gragas,TwistedFate,Ashe,Alistar,2015
1,0,Shen,Elise,Azir,Ashe,Janna,Malphite,LeeSin,Fizz,Tristana,Braum,2015
1,0,Shen,Gragas,Azir,Sivir,Soraka,Maokai,Elise,Varus,Ashe,Janna,2015
0,1,Gnar,Shyvana,Ahri,Ashe,Karma,Fizz,Elise,Orianna,Sivir,Soraka,2015
0,1,Shen,Evelynn,Orianna,Sivir,Alistar,Rumble,Gragas,Yasuo,Vayne,Morgana,2015
1,0,Rumble,Gragas,Diana,Vayne,Morgana,Shen,Elise,Yasuo,Sivir,Alistar,2015
0,1,Lulu,Ekko,Velkoz,Kalista,Janna,Maokai,Elise,Azir,Tristana,Karma,2015
0,1,Nautilus,Nidalee,Lulu,Vayne,Alistar,Maokai,Gragas,Orianna,Draven,Braum,2015
0,1,Shen,Elise,Diana,Vayne,Braum,Gnar,Gragas,Viktor,Corki,Alistar,2015
0,1,Gnar,Gragas,Viktor,Corki,Alistar,Rumble,Ekko,Orianna,Vayne,Braum,2015
1,0,Sion,Nidalee,Viktor,Draven,Morgana,Lulu,RekSai,Orianna,Vayne,Braum,2015
0,1,DrMundo,Elise,TwistedFate,Tristana,Alistar,Jax,RekSai,Lissandra,Kalista,Bard,2016
0,1,Ryze,LeeSin,Ekko,MissFortune,Braum,Chogath,RekSai,TwistedFate,Lucian,Janna,2016
0,1,Malphite,Kindred,Anivia,Ezreal,Alistar,Fiora,LeeSin,Viktor,Lucian,Janna,2016
1,0,DrMundo,RekSai,Orianna,Kalista,Alistar,Gnar,Elise,Viktor,Lucian,Janna,2016
1,0,Lulu,Elise,Lissandra,Lucian,Thresh,Trundle,Poppy,Viktor,Kindred,Alistar,2016
0,1,DrMundo,RekSai,Ryze,Lucian,Morgana,Fiora,Elise,Ahri,Kalista,Trundle,2016
1,0,Fiora,Elise,Ahri,Ezreal,Trundle,Jax,Poppy,Lissandra,Lucian,Braum,2016
1,0,TahmKench,RekSai,Syndra,Ezreal,Bard,Gnar,Elise,Orianna,Lucian,Alistar,2016
0,1,Lissandra,RekSai,Anivia,MissFortune,Trundle,Fiora,Elise,TwistedFate,Caitlyn,Alistar,2016
1,0,Fiora,Elise,Lulu,Corki,Janna,DrMundo,Nidalee,TwistedFate,Lucian,Alistar,2016
1,0,Lissandra,LeeSin,Lulu,Lucian,Braum,Shen,Nidalee,Ezreal,Kalista,Trundle,2016
0,1,Poppy,LeeSin,Ahri,Caitlyn,Braum,Fiora,Olaf,Lissandra,Corki,Janna,2016
0,1,Shen,RekSai,Ryze,Lucian,Bard,Fiora,Elise,Corki,Caitlyn,Alistar,2016
1,0,TahmKench,Elise,Ahri,Lucian,Alistar,Graves,RekSai,Viktor,Corki,Thresh,2016
1,0,Poppy,Graves,Syndra,Corki,Braum,Gnar,RekSai,Lux,Ezreal,Alistar,2016
0,1,Maokai,Nidalee,Varus,Corki,Alistar,Lissandra,Rengar,Zed,Lucian,Janna,2016
0,1,Gangplank,Elise,Leblanc,Lucian,Trundle,Fiora,Graves,Viktor,Kalista,Alistar,2016
0,1,TahmKench,RekSai,Lissandra,Kalista,Janna,Gnar,Elise,Cassiopeia,Caitlyn,Alistar,2016
0,1,Shen,Elise,Ahri,Kalista,Morgana,Gangplank,Nidalee,Varus,Corki,Alistar,2016
1,0,Fiora,RekSai,Lulu,Lucian,Alistar,Poppy,Rengar,Corki,Kalista,Morgana,2016
0,1,TahmKench,Nidalee,Corki,Tristana,Braum,Lissandra,RekSai,Viktor,Lucian,Janna,2016
1,0,Poppy,RekSai,Lux,Caitlyn,Bard,Trundle,Elise,Viktor,Kalista,Alistar,2016
1,0,Fiora,RekSai,Corki,Kalista,Morgana,Trundle,Elise,Viktor,Ezreal,Alistar,2016
1,0,Graves,Poppy,Viktor,Lucian,Soraka,Trundle,Nidalee,Corki,Ezreal,Alistar,2016
1,0,TahmKench,Graves,Lux,Lucian,Morgana,Ryze,Elise,Varus,Kalista,Alistar,2016
1,0,Poppy,RekSai,Zilean,Lucian,Janna,Graves,Elise,Viktor,Caitlyn,Braum,2016
0,1,Poppy,Graves,Leblanc,Kalista,Thresh,Lissandra,Nidalee,Gangplank,Corki,Morgana,2016
0,1,Fiora,LeeSin,Gangplank,Kalista,Alistar,Quinn,Elise,Syndra,Lucian,Janna,2016
1,0,Gangplank,RekSai,Leblanc,Caitlyn,Morgana,Kennen,Elise,Corki,Lucian,Thresh,2016
1,0,Poppy,Nidalee,Lissandra,Caitlyn,Bard,Trundle,Graves,Lulu,Lucian,Alistar,2016
1,0,Fiora,Nidalee,Orianna,Lucian,Morgana,Quinn,RekSai,Ryze,Caitlyn,Poppy,2016
0,1,Ryze,Graves,Zilean,Lucian,Braum,Chogath,Nidalee,Lux,Kalista,Soraka,2016
1,0,Poppy,Graves,Syndra,Lucian,Alistar,Trundle,Elise,Lux,Kalista,Thresh,2016
1,0,Malphite,RekSai,Leblanc,Corki,Bard,Graves,Nidalee,Lissandra,Ezreal,Morgana,2016
1,0,Ekko,RekSai,Lulu,Caitlyn,Janna,Maokai,Elise,Corki,Kalista,Alistar,2016
1,0,Poppy,Nunu,Orianna,Kalista,Morgana,Gangplank,RekSai,Zilean,Lucian,Janna,2016
0,1,Ryze,Nidalee,Orianna,Draven,Braum,Fiora,Kindred,Lulu,Kalista,Alistar,2016
0,1,Quinn,Elise,Corki,Lucian,Bard,Ryze,RekSai,Zed,Kalista,Lulu,2016
1,0,Trundle,Nidalee,Lulu,Lucian,Bard,Ryze,Elise,Corki,Kalista,Poppy,2016
1,0,Malphite,Elise,Corki,Caitlyn,Alistar,Quinn,RekSai,Lulu,Kalista,Poppy,2016
0,1,Malphite,Kindred,Corki,Ezreal,Braum,Fiora,Elise,Leblanc,Lucian,Morgana,2016
1,0,Malphite,Nunu,Corki,Lucian,Morgana,Quinn,RekSai,TwistedFate,Kalista,Alistar,2016
0,1,Nautilus,Graves,Leblanc,Ezreal,Bard,Fiora,Kindred,Zilean,Corki,Alistar,2016
1,0,Gangplank,RekSai,Lux,Kalista,Soraka,Quinn,Elise,Ahri,Lucian,Janna,2016
1,0,Malphite,Graves,Corki,Caitlyn,Janna,Maokai,Evelynn,Gangplank,Lucian,Braum,2016
0,1,Ryze,RekSai,Viktor,Ashe,Morgana,Fiora,Graves,Lissandra,Kalista,Alistar,2016
1,0,Quinn,Nidalee,Lux,Kalista,Braum,Malphite,LeeSin,Viktor,Jhin,Alistar,2016
1,0,Nautilus,Graves,Corki,Ezreal,Thresh,Malphite,Elise,Leblanc,Kalista,Alistar,2016
0,1,Poppy,Nidalee,Viktor,Lucian,Braum,Graves,RekSai,Ryze,Corki,Bard,2016
1,0,Poppy,Nidalee,Karma,Ezreal,Alistar,Trundle,Kindred,Lulu,Kalista,Bard,2016
0,1,Malphite,Gragas,Orianna,Caitlyn,Braum,Ekko,Rumble,Lux,Lucian,Soraka,2016
0,1,Poppy,Gragas,Leblanc,KogMaw,Braum,Gangplank,LeeSin,TwistedFate,Kalista,Soraka,2016
1,0,Poppy,Nidalee,Leblanc,Corki,Braum,Gangplank,Nocturne,Lissandra,Lucian,Alistar,2016
0,1,Poppy,Gragas,Syndra,Ezreal,Alistar,Nautilus,Elise,Corki,Lucian,Braum,2016
0,1,Gangplank,RekSai,Karma,Lucian,Braum,Pantheon,Gragas,Corki,Ezreal,Bard,2016
1,0,Malphite,Kindred,Corki,Lucian,Alistar,Quinn,Gragas,Lulu,Caitlyn,Braum,2016
0,1,Nautilus,Graves,Karma,Ezreal,Alistar,Lulu,LeeSin,TwistedFate,Lucian,Morgana,2016
0,1,Poppy,Elise,Lulu,Corki,Braum,Kayle,Gragas,Gangplank,Lucian,Alistar,2016
0,1,Poppy,Udyr,Zilean,Caitlyn,Alistar,Quinn,Gragas,TwistedFate,Kalista,Janna,2016
0,1,Malphite,Nidalee,TwistedFate,Lucian,Bard,Nautilus,LeeSin,Corki,KogMaw,Janna,2016
0,1,Malphite,Gragas,Corki,Lucian,Braum,Nautilus,Elise,Orianna,Kalista,Alistar,2016
0,1,Quinn,Gragas,Lux,Lucian,Soraka,Fiora,Udyr,Leblanc,Ezreal,Bard,2016
1,0,Poppy,Elise,Zilean,KogMaw,Janna,Fiora,RekSai,Viktor,Kalista,Braum,2016
1,0,Pantheon,Gragas,Leblanc,Lucian,Morgana,Fiora,Elise,Ahri,Ezreal,Alistar,2016
1,0,Nautilus,Nidalee,Viktor,Kalista,Bard,TahmKench,Gragas,Orianna,KogMaw,Janna,2016
0,1,Lulu,LeeSin,Leblanc,Lucian,Alistar,Jax,Udyr,Corki,Ezreal,Bard,2016
1,0,Nautilus,LeeSin,Lulu,Lucian,Janna,Gangplank,Elise,Orianna,Ezreal,Alistar,2016
1,0,Graves,Nidalee,Lissandra,Lucian,Nautilus,Poppy,Gragas,Viktor,KogMaw,Braum,2016
1,0,Pantheon,Gragas,Syndra,Ezreal,Soraka,Fiora,Elise,TwistedFate,Lucian,Alistar,2016
0,1,Graves,Elise,Zilean,KogMaw,Braum,Trundle,Gragas,Varus,Corki,Morgana,2016
1,0,Gangplank,RekSai,Corki,Lucian,Soraka,Poppy,Elise,TwistedFate,Sivir,Braum,2016
0,1,Yasuo,Gragas,Leblanc,Kalista,Bard,Nautilus,LeeSin,Corki,Lucian,Braum,2016
1,0,Trundle,Kindred,Lulu,KogMaw,Alistar,Graves,Gragas,TwistedFate,Sivir,Braum,2016
1,0,Nautilus,Nidalee,Gangplank,Kalista,Alistar,Poppy,Elise,Corki,Jhin,Braum,2016
1,0,Trundle,Gragas,Varus,Jhin,Morgana,Graves,Elise,Leblanc,Sivir,Janna,2016
1,0,Nautilus,Elise,Zed,Kalista,Trundle,Lulu,LeeSin,Corki,Lucian,Braum,2016
0,1,Trundle,Elise,Lulu,Jhin,Braum,Graves,Gragas,Lissandra,Caitlyn,Bard,2016
0,1,Rammus,Gragas,Corki,Jhin,Braum,Graves,RekSai,TwistedFate,Sivir,Janna,2016
0,1,Poppy,Nidalee,Lulu,Lucian,Morgana,Graves,Gragas,TwistedFate,Ezreal,Braum,2016
0,1,Nautilus,LeeSin,Azir,Corki,Braum,Lulu,Elise,Varus,Sivir,Trundle,2016
1,0,Graves,Nidalee,TwistedFate,Lucian,Bard,Trundle,Kindred,Ahri,Kalista,Shen,2016
1,0,Yasuo,Sejuani,Lulu,Corki,Karma,Graves,Gragas,Lissandra,Sivir,Trundle,2016
0,1,Trundle,Udyr,Corki,Sivir,Bard,Poppy,Elise,Lulu,Vayne,Janna,2016
1,0,Poppy,LeeSin,Leblanc,Jhin,Morgana,Trundle,Gragas,Corki,Sivir,Janna,2016
1,0,Lulu,Gragas,Corki,Sivir,Trundle,Nautilus,LeeSin,Lux,Jhin,Morgana,2016
1,0,Poppy,RekSai,Zed,Corki,Janna,Trundle,LeeSin,Azir,Jhin,Alistar,2016
0,1,Malphite,Elise,Viktor,Kalista,Braum,Ekko,Gragas,Corki,Jhin,Karma,2016
1,0,Gnar,Nidalee,Azir,Lucian,Soraka,Poppy,Gragas,Gangplank,Sivir,Bard,2016
0,1,Poppy,Gragas,Corki,Kalista,Braum,Trundle,Kindred,Azir,Jhin,Morgana,2016
0,1,Nautilus,Kindred,Azir,Corki,Bard,Gangplank,Gragas,Zed,Lucian,Poppy,2016
1,0,Maokai,Graves,Zilean,Lucian,Karma,Trundle,RekSai,Viktor,Ezreal,Nami,2016
0,1,Fiora,RekSai,Vladimir,Ezreal,Bard,Ekko,Elise,Viktor,Lucian,Braum,2016
1,0,Trundle,Nidalee,Lissandra,Ezreal,Karma,Maokai,Kindred,Ziggs,Sivir,Alistar,2016
1,0,Maokai,Gragas,Vladimir,Caitlyn,Zyra,Ekko,RekSai,Viktor,Lucian,Karma,2016
1,0,Vladimir,Graves,Lissandra,Caitlyn,Braum,Maokai,RekSai,Gangplank,Lucian,Janna,2016
0,1,Gragas,RekSai,Azir,Caitlyn,Bard,Ekko,Olaf,Leblanc,Ashe,Karma,2016
0,1,Ekko,Olaf,Varus,Ezreal,Soraka,Maokai,RekSai,Fizz,Sivir,Karma,2016
0,1,Trundle,Gragas,Lissandra,Lucian,Karma,Riven,RekSai,Viktor,Ashe,Zyra,2016
1,0,Maokai,Graves,Swain,Caitlyn,Karma,Ekko,RekSai,Viktor,Lucian,Nami,2016
0,1,Ekko,Kindred,Leblanc,Ezreal,Alistar,Lissandra,Graves,Kassadin,Lucian,Zyra,2016
1,0,Fizz,Nidalee,Swain,Ashe,Thresh,Ekko,RekSai,Viktor,Caitlyn,Bard,2016
1,0,Trundle,Elise,TwistedFate,Lucian,Karma,Ekko,Kindred,Kassadin,Caitlyn,Alistar,2016
1,0,Fizz,Nidalee,Zilean,Caitlyn,Alistar,Ekko,Kindred,Viktor,Ezreal,Karma,2016
1,0,Fiora,Gragas,Anivia,Lucian,Zyra,Maokai,RekSai,Vladimir,Sivir,Karma,2016
1,0,Maokai,RekSai,Viktor,Ashe,Bard,Vladimir,Elise,Ekko,Lucian,Karma,2016
0,1,Fiora,Gragas,Swain,Lucian,Karma,Maokai,RekSai,Viktor,Ashe,Braum,2016
1,0,Maokai,Khazix,Swain,Sivir,Karma,Trundle,RekSai,Azir,Ezreal,Zyra,2016
0,1,Swain,Graves,Fizz,Sivir,Braum,Fiora,RekSai,Viktor,Lucian,Zyra,2016
1,0,Trundle,Elise,Vladimir,Caitlyn,Braum,Ekko,RekSai,Azir,Sivir,Bard,2016
0,1,Vladimir,Gragas,Gangplank,Ashe,Zyra,Ekko,LeeSin,Swain,Caitlyn,Braum,2016
1,0,Ekko,RekSai,Ryze,Sivir,Nami,Maokai,Graves,Anivia,Lucian,Soraka,2016
0,1,Maokai,LeeSin,Viktor,Ezreal,Nami,Swain,RekSai,Azir,Lucian,Bard,2016
1,0,Ekko,Graves,Viktor,Ezreal,Karma,Trundle,RekSai,Leblanc,Sivir,Braum,2016
0,1,Trundle,Elise,Azir,Lucian,Braum,Riven,RekSai,Viktor,Ashe,Karma,2016
1,0,Maokai,RekSai,Vladimir,Twitch,Zyra,Irelia,Olaf,Ryze,Sivir,Nami,2016
1,0,Irelia,Nidalee,TwistedFate,Sivir,Soraka,Maokai,Graves,Lissandra,Caitlyn,Zyra,2016
0,1,Maokai,Gragas,Vladimir,Sivir,Karma,Irelia,RekSai,Anivia,Caitlyn,Zyra,2016
0,1,Shen,RekSai,Viktor,Caitlyn,Braum,Irelia,Elise,Swain,Sivir,Karma,2016
0,1,Irelia,Graves,Ekko,Sivir,Zyra,JarvanIV,RekSai,Zilean,Caitlyn,Bard,2016
0,1,Jax,Elise,Swain,Caitlyn,Braum,Fizz,Kindred,Anivia,Ezreal,Karma,2016
1,0,Irelia,RekSai,Azir,Lucian,Braum,Swain,Graves,Vladimir,Ezreal,Karma,2016
1,0,Jax,Kindred,Swain,Caitlyn,Alistar,Maokai,Graves,Vladimir,Lucian,Braum,2016
0,1,Maokai,Kindred,Azir,Ashe,Zyra,Fizz,Elise,Varus,Caitlyn,Alistar,2016
0,1,Maokai,Nidalee,Viktor,Lucian,Karma,Trundle,RekSai,Azir,Sivir,Bard,2016
0,1,Maokai,Kindred,Azir,Caitlyn,Karma,Irelia,Elise,Varus,Sivir,Zyra,2016
0,1,Irelia,RekSai,Azir,Caitlyn,Zyra,Maokai,Olaf,Viktor,Sivir,Bard,2016
1,0,Trundle,RekSai,Vladimir,Lucian,Nami,Irelia,Graves,Anivia,Sivir,Karma,2016
1,0,Irelia,RekSai,Viktor,Ashe,Soraka,Maokai,Graves,Lissandra,Lucian,Braum,2016
1,0,Swain,RekSai,Zilean,Lucian,Bard,Irelia,Olaf,Viktor,Ashe,Karma,2016
0,1,Fiora,Elise,Viktor,Lucian,Zyra,Trundle,Rengar,Zilean,Ezreal,Karma,2016
1,0,Irelia,Elise,Ryze,Tristana,Zyra,Jax,Gragas,Viktor,Ashe,Alistar,2016
1,0,Maokai,Gragas,Viktor,Sivir,Karma,Fizz,RekSai,Swain,Ashe,Braum,2016
0,1,Maokai,Graves,Anivia,Sivir,Braum,Illaoi,Nidalee,Ziggs,Vayne,Karma,2016
1,0,Swain,RekSai,Azir,Lucian,Bard,Fizz,Kindred,Zilean,Ashe,Karma,2016
0,1,Trundle,Nidalee,Zilean,Ashe,Braum,Fizz,RekSai,Viktor,Lucian,Karma,2016
1,0,Renekton,Nidalee,Lissandra,Lucian,Karma,Irelia,Kindred,Viktor,Sivir,Bard,2016
0,1,Shen,Kindred,Vladimir,Sivir,Bard,Irelia,Olaf,Anivia,Ezreal,Karma,2016
0,1,Swain,RekSai,Viktor,Lucian,Braum,Trundle,Gragas,Azir,Ashe,Thresh,2016
1,0,Fizz,RekSai,Viktor,Caitlyn,Nami,Trundle,Gragas,Lissandra,Sivir,Soraka,2016
0,1,Shen,RekSai,Viktor,Ashe,Bard,Irelia,Nidalee,Zilean,Lucian,Braum,2016
0,1,Irelia,Nidalee,Viktor,Lucian,Braum,Trundle,Elise,Azir,Jhin,Bard,2016
0,1,Trundle,RekSai,Viktor,Jhin,Bard,Swain,Gragas,Azir,Lucian,Karma,2016
1,0,Trundle,Olaf,Azir,Ashe,Bard,Shen,Hecarim,Karma,Lucian,Nami,2016
0,1,Shen,Kindred,Vladimir,Jhin,Karma,Trundle,Elise,Azir,Lucian,Braum,2016
1,0,Irelia,Nidalee,Viktor,Caitlyn,Nami,Ryze,RekSai,Karma,Ezreal,Trundle,2016
0,1,Trundle,Gragas,Varus,Ezreal,Karma,Lissandra,RekSai,Azir,Jinx,Braum,2016
1,0,Irelia,Olaf,Vladimir,Ashe,Bard,Jax,RekSai,Anivia,Ezreal,Zyra,2016
1,0,Jax,Nidalee,Anivia,Twitch,Braum,Irelia,RekSai,Ryze,Sivir,Karma,2016
1,0,Shen,Olaf,Vladimir,Sivir,Karma,Irelia,Nidalee,Anivia,Vayne,Braum,2016
0,1,Vladimir,Nidalee,Anivia,Twitch,Soraka,Swain,RekSai,Ryze,Lucian,Karma,2016
1,0,Swain,RekSai,Azir,Lucian,Nami,Jax,Elise,Ziggs,Caitlyn,Karma,2016
0,1,Jax,RekSai,Lissandra,Lucian,Braum,Irelia,Gragas,Viktor,Sivir,Karma,2016
1,0,Rumble,Olaf,Ryze,Ezreal,Zyra,Irelia,RekSai,Viktor,Caitlyn,Alistar,2016
1,0,Jax,Kindred,Azir,Tristana,Alistar,Irelia,RekSai,Brand,Jhin,Bard,2016
0,1,Irelia,Elise,Karma,Jhin,Zyra,Jax,Kindred,Zilean,Tristana,Braum,2016
0,1,Shen,Kindred,Karma,Ezreal,Bard,Fiora,Evelynn,TwistedFate,Caitlyn,Alistar,2016
0,1,Irelia,Evelynn,TwistedFate,Caitlyn,Karma,Trundle,Elise,Lissandra,Lucian,Zyra,2016
0,1,Trundle,Elise,Lissandra,Lucian,Zyra,Fiora,Gragas,Zilean,Caitlyn,Braum,2016
0,1,Rumble,RekSai,Viktor,Caitlyn,Karma,Shen,Kindred,TwistedFate,Sivir,Braum,2016
0,1,Shen,Kindred,Lissandra,Lucian,Braum,JarvanIV,RekSai,Cassiopeia,Sivir,Alistar,2016
0,1,JarvanIV,Gragas,Cassiopeia,Sivir,Alistar,Maokai,RekSai,Leblanc,Ashe,Braum,2016
1,0,Trundle,Kindred,Ryze,Caitlyn,Soraka,Lissandra,Nidalee,Anivia,Ezreal,Zyra,2016
1,0,Trundle,Elise,Lissandra,Lucian,Morgana,Irelia,Nidalee,Zilean,Ashe,Alistar,2016
0,1,Trundle,Kindred,TwistedFate,Caitlyn,Bard,Rumble,Elise,Karma,Lucian,Braum,2016
1,0,Jax,Elise,Karma,Ezreal,Bard,Trundle,Nidalee,TwistedFate,Lucian,Soraka,2016
1,0,Lissandra,RekSai,Vladimir,Ezreal,Nami,Swain,Kindred,Azir,Tristana,Alistar,2016
0,1,Fiora,Gragas,Azir,Jhin,Bard,Lissandra,RekSai,Viktor,Ezreal,Karma,2016
0,1,Swain,RekSai,TwistedFate,Jhin,Karma,Trundle,Nidalee,Leblanc,Ashe,Nami,2016
1,0,Shen,RekSai,Cassiopeia,Ashe,Nami,Swain,Graves,Karma,Lucian,Braum,2016
0,1,Hecarim,RekSai,Ezreal,Lucian,Braum,Irelia,Elise,Cassiopeia,Ashe,Thresh,2016
1,0,Hecarim,Elise,Azir,Sivir,Soraka,Trundle,Nidalee,Leblanc,Ashe,Braum,2016
0,1,Trundle,Olaf,Karma,Ashe,Bard,Rumble,RekSai,Viktor,Ezreal,Zyra,2016
1,0,Lissandra,Kindred,Vladimir,Sivir,Braum,Trundle,Elise,Anivia,Caitlyn,Karma,2016
0,1,Trundle,Gragas,Viktor,Lucian,Zyra,Lissandra,RekSai,Leblanc,Jhin,Braum,2016
0,1,Poppy,Kindred,Karma,Sivir,Bard,Trundle,Elise,Azir,Ezreal,Braum,2016
1,0,Fiora,Elise,Karma,Lucian,Janna,Trundle,Olaf,Viktor,Tristana,Braum,2016
0,1,Irelia,RekSai,Azir,Lucian,Nami,Shen,Olaf,Cassiopeia,Jhin,Karma,2016
0,1,Jax,Olaf,Cassiopeia,Sivir,Karma,Irelia,RekSai,Azir,Lucian,Nami,2016
1,0,Swain,Gragas,Azir,Lucian,Karma,Irelia,RekSai,Cassiopeia,Jhin,Zyra,2016
1,0,Jax,RekSai,Viktor,Lucian,Karma,Shen,Olaf,Ryze,Tristana,Braum,2016
1,0,Trundle,Hecarim,Cassiopeia,Lucian,Bard,Illaoi,RekSai,Ryze,Twitch,Braum,2016
1,0,Trundle,Elise,Viktor,Jhin,Braum,Ryze,Hecarim,Cassiopeia,Lucian,Zyra,2016
0,1,Trundle,Elise,Varus,Ezreal,Braum,Irelia,RekSai,Zilean,Sivir,Karma,2016
1,0,Swain,RekSai,Viktor,Ashe,Karma,Trundle,Graves,Cassiopeia,Lucian,Nami,2016
1,0,Jax,RekSai,Vladimir,Ezreal,Braum,Irelia,Olaf,Azir,Lucian,Karma,2016
0,1,Shen,Hecarim,Viktor,Jhin,Nami,Fiora,Nidalee,Karma,Ezreal,Braum,2016
1,0,Shen,Graves,Viktor,Ashe,Braum,Fiora,RekSai,Zilean,Sivir,Bard,2016
1,0,Trundle,RekSai,Viktor,Jhin,Karma,Shen,Graves,TwistedFate,Ashe,Bard,2016
0,1,Irelia,Gragas,Ryze,Sivir,Bard,Shen,RekSai,Viktor,Jhin,Braum,2016
1,0,Jax,Gragas,Anivia,Ezreal,Karma,Irelia,RekSai,Karthus,Jhin,Trundle,2016
1,0,Swain,RekSai,Vladimir,Ashe,Trundle,Irelia,Kindred,Viktor,Ezreal,Karma,2016
0,1,Shen,Gragas,Swain,Jhin,Nami,Fiora,RekSai,Azir,Sivir,Karma,2016
0,1,Trundle,Graves,Karma,Ashe,Braum,Fiora,RekSai,Vladimir,Lucian,Bard,2016
1,0,Jax,Nidalee,Ryze,Ezreal,Alistar,Trundle,Graves,Lissandra,Jhin,Karma,2016
1,0,Ryze,RekSai,Viktor,Sivir,Soraka,Irelia,Gragas,Cassiopeia,Ashe,Nami,2016
0,1,Hecarim,Nidalee,Viktor,Jhin,Karma,Ryze,RekSai,Zilean,Ashe,Nami,2016
0,1,Jax,Nidalee,Azir,Kalista,Braum,Irelia,Elise,Leblanc,Sivir,Bard,2016
1,0,Irelia,Gragas,Azir,Sivir,Karma,Trundle,Nidalee,AurelionSol,Ezreal,Alistar,2016
1,0,Trundle,Nidalee,Karma,Ezreal,Alistar,Shen,RekSai,TwistedFate,Ashe,Braum,2016
1,0,Shen,Hecarim,Lissandra,Lucian,Karma,Riven,RekSai,Viktor,Ezreal,Braum,2016
0,1,Trundle,RekSai,Karma,Jhin,Thresh,Gnar,Elise,Cassiopeia,Twitch,Braum,2016
0,1,Trundle,Elise,Karma,Sivir,Bard,Irelia,Nidalee,Zilean,Lucian,Braum,2016
1,0,Irelia,Gragas,TwistedFate,Lucian,Karma,Gnar,RekSai,Leblanc,Ashe,Braum,2016
1,0,Trundle,Gragas,Leblanc,Jhin,Braum,Rumble,RekSai,Viktor,Sivir,Bard,2016
0,1,Shen,RekSai,Viktor,Ashe,Morgana,Irelia,Graves,Cassiopeia,Jhin,Braum,2016
0,1,Ryze,Gragas,TwistedFate,Jhin,Nami,Maokai,RekSai,Viktor,Lucian,Karma,2016
1,0,Jax,Gragas,Viktor,Sivir,Karma,Swain,RekSai,Varus,Ezreal,Zyra,2016
1,0,Rumble,Nidalee,Karma,Jhin,Zyra,Trundle,Gragas,TwistedFate,Sivir,Thresh,2016
0,1,Maokai,Graves,Cassiopeia,Sivir,Braum,Irelia,Nidalee,Viktor,Jhin,Soraka,2016
1,0,Irelia,Nidalee,Ryze,Caitlyn,Braum,Gnar,Gragas,Vladimir,Sivir,Soraka,2016
0,1,Gnar,Gragas,Viktor,Jhin,Braum,Shen,Elise,Cassiopeia,Lucian,Bard,2016
0,1,Rumble,Graves,Karma,Jhin,Braum,Riven,Elise,Taliyah,Sivir,Soraka,2016
1,0,Irelia,RekSai,Viktor,Ezreal,Soraka,TahmKench,LeeSin,Lissandra,Sivir,Bard,2016
0,1,Gnar,Nidalee,Varus,Sivir,Braum,Irelia,RekSai,Azir,Ashe,Alistar,2016
1,0,Jax,RekSai,Zilean,Ashe,Alistar,Olaf,Gragas,Viktor,Lucian,Braum,2016
0,1,Shen,Graves,Viktor,Jhin,Braum,Gangplank,RekSai,Zilean,Sivir,Bard,2016
0,1,Ryze,Olaf,Zilean,Sivir,Nami,Trundle,RekSai,Viktor,Jhin,Braum,2016
0,1,Irelia,Graves,Karma,Jhin,Braum,Hecarim,RekSai,Ryze,Ashe,Nami,2016
0,1,Rumble,RekSai,Viktor,Ashe,Braum,Trundle,Gragas,Taliyah,Sivir,Karma,2016
1,0,Shen,Gragas,Azir,Sivir,Karma,Gnar,RekSai,Leblanc,Caitlyn,Bard,2016
0,1,Irelia,Elise,Karma,Lucian,Thresh,Gnar,RekSai,TwistedFate,Sivir,Braum,2016
0,1,Gnar,Hecarim,Azir,Lucian,Braum,Irelia,RekSai,Viktor,Sivir,Bard,2016
1,0,Irelia,RekSai,Cassiopeia,Sivir,Bard,Gnar,Elise,Karma,Ashe,Braum,2016
0,1,Shen,Elise,Vladimir,Sivir,Braum,Jax,RekSai,Ryze,Ashe,Soraka,2016
0,1,Jax,RekSai,Taliyah,Sivir,Soraka,Shen,Hecarim,Azir,Ashe,Braum,2016
1,0,Shen,Hecarim,Azir,Ashe,Braum,Jax,RekSai,Cassiopeia,Jhin,Soraka,2016
0,1,Renekton,RekSai,Viktor,Sivir,Braum,Irelia,Elise,Cassiopeia,Ashe,Thresh,2016
1,0,Fiora,RekSai,Karma,Lucian,Thresh,Trundle,Elise,Lulu,Caitlyn,Braum,2016
0,1,Gnar,RekSai,Ahri,Sivir,Zyra,Trundle,Gragas,Taliyah,Lucian,Karma,2016
1,0,Trundle,Gragas,Azir,Jhin,Bard,Gnar,Graves,Lissandra,Lucian,Karma,2016
1,0,Trundle,RekSai,Vladimir,Sivir,Braum,Fiora,Gragas,Cassiopeia,Ashe,Karma,2016
1,0,Irelia,RekSai,Anivia,Ashe,Nami,Shen,Graves,Karma,Sivir,Braum,2016
1,0,Shen,Hecarim,Viktor,Sivir,Braum,Gnar,Elise,Taliyah,Lucian,Karma,2016
0,1,Hecarim,Nidalee,Azir,Lucian,Karma,Jax,RekSai,AurelionSol,Sivir,Bard,2016
1,0,Lissandra,RekSai,Azir,Ashe,Karma,Hecarim,Gragas,Ryze,Jhin,Morgana,2016
